time;ToF[cm]
1657808044.6803038;30.8
1657808044.6824565;30.8
1657808044.6842933;30.8
1657808044.6865907;30.8
1657808044.6890101;30.8
1657808044.6914182;30.8
1657808044.693744;30.8
1657808044.696183;30.8
1657808044.6988366;30.8
1657808044.7012324;30.8
1657808044.7035272;30.8
1657808044.705636;30.8
1657808044.7109096;30.7
1657808044.7133448;30.7
1657808044.7154481;30.7
1657808044.7174833;30.7
1657808044.7192857;30.7
1657808044.7213256;30.7
1657808044.7233613;30.7
1657808044.7258186;30.7
1657808044.7280242;30.7
1657808044.7304032;30.7
1657808044.7324877;30.7
1657808044.7352865;30.7
1657808044.7379084;30.7
1657808044.7401671;30.7
1657808044.742329;30.7
1657808044.7446706;30.7
1657808044.7469108;30.7
1657808044.7492933;30.7
1657808044.7514076;30.7
1657808044.754074;30.7
1657808044.7559595;30.7
1657808044.7579126;30.7
1657808044.759716;30.7
1657808044.761906;30.7
1657808044.7639089;30.7
1657808044.7662034;30.7
1657808044.7684906;30.7
1657808044.771387;30.7
1657808044.7735534;30.7
1657808044.7757459;30.7
1657808044.7781126;30.7
1657808044.780287;30.7
1657808044.7823677;30.7
1657808044.7847326;30.7
1657808044.7868824;30.7
1657808044.789073;30.7
1657808044.7913864;30.7
1657808044.793441;30.7
1657808044.7955978;30.7
1657808044.797669;30.7
1657808044.7996602;30.7
1657808044.8016975;30.7
1657808044.806021;30.7
1657808044.8081658;30.7
1657808044.8108945;30.7
1657808044.8129802;30.7
1657808044.814802;30.7
1657808044.8168998;30.7
1657808044.8188047;30.7
1657808044.821034;30.7
1657808044.8234375;30.7
1657808044.8260489;30.7
1657808044.828312;30.7
1657808044.830777;30.7
1657808044.8334029;30.7
1657808044.8356557;30.7
1657808044.8378785;30.7
1657808044.8401635;30.7
1657808044.8426962;30.7
1657808044.8453033;30.7
1657808044.8476262;30.7
1657808044.8496244;30.7
1657808044.8515983;30.7
1657808044.853676;30.7
1657808044.8556523;30.7
1657808044.8577018;30.7
1657808044.860068;30.7
1657808044.8624635;30.7
1657808044.8647258;30.7
1657808044.8670228;30.7
1657808044.869637;30.7
1657808044.871781;30.7
1657808044.8739884;30.7
1657808044.8765256;30.7
1657808044.8788276;30.7
1657808044.8808503;30.7
1657808044.8832862;30.7
1657808044.8858047;30.7
1657808044.8877144;30.7
1657808044.8896756;30.7
1657808044.8915243;30.7
1657808044.8934433;30.7
1657808044.8953123;30.7
1657808044.897327;30.7
1657808044.9018064;30.8
1657808044.903863;30.8
1657808044.905942;30.8
1657808044.9080367;30.8
