time;ExecutionTime;posZ-marker;posZ-laser;Ultrasound;Tof;RotX;RotY;RotZ
136.2690453;0.034772100000026285;0.23001441211844195;0.2766076480641084;20.64;22.6;166.01480472575017;0.9220387108598358;17.250271483823763
136.3743564;0.032629199999973935;0.23092970844947494;0.2780947859569262;20.64;22.4;166.7423009860328;1.4923360895658855;16.732485442422654
136.4890425;0.03062049999999772;0.22998657264513284;0.27959800101615284;20.59;22.9;165.9675784415008;1.4163505036642368;17.798271530327067
136.6023472;0.032447799999999916;0.2315866205863974;0.31348866780598955;20.59;22.9;166.75505941257487;1.8507348546775142;18.035653381626485
136.7185142;0.0337120000000084;0.23111954432898332;0.273680583005229;20.64;22.5;167.19164147990097;1.478526258317658;16.743518766638935
136.835181;0.03409390000001622;0.22979608975907112;0.3116001818553511;20.69;22.7;167.2199040184788;1.6492927469999348;16.095386995874716
136.9508835;0.032261000000005424;0.2282652833584168;0.3078906558808826;20.79;23.1;164.82027594572656;0.4797887745188477;19.514457037792013
137.0614566;0.03080360000001292;0.23002400195929806;0.3097343125029238;21.05;22.7;165.7156185384451;1.8755878807216733;18.651442910379245
137.1732855;0.03082140000000777;0.2318932364358821;0.31733515452753547;21.15;23.1;166.31913866014958;2.590230043674053;18.115767333512277
137.2891908;0.032570399999997335;0.2319806221145115;0.3154001840730993;21.1;23.1;165.26613980037203;1.5927844600278762;19.559595588758867
137.4020921;0.033609599999977036;0.2336940220985956;0.3042684128705193;21.15;22.8;165.45374298240503;2.342306314124341;19.279321427011354
137.515715;0.033426400000024614;0.23371823552457555;0.3042684128705193;21.15;22.8;165.86418501586266;2.1121182102093017;17.919204285841005
137.6255373;0.03151979999998389;0.23251113379064878;0.3192940135061005;21.27;23.2;163.9929969677309;1.9827616661021026;19.725030686658904
137.7355766;0.039287000000001626;0.2333659613394389;0.3192940135061005;21.27;23.2;165.09672065877393;2.738788658477252;19.79751212736511
137.8492436;0.033922000000018215;0.2343545608390813;0.3192940135061005;21.27;23.2;165.23007103030577;2.7612458606477;19.292728628668222
137.9607261;0.032488799999981666;0.2348340684061185;0.3232851886749267;21.67;23.7;165.4379189273802;2.4937773702550445;18.90254319819747
138.0712492;0.030820699999992485;0.23495309336507483;0.3358807155064174;21.76;23.8;164.0552803632445;2.496433171298701;19.734841034118986
138.1823225;0.030364899999995032;0.2350892659333437;0.31733515452753547;21.76;23.8;164.74807021737323;1.3437288132012377;21.213227874252183
138.2924439;0.030017700000001923;0.23407568878074703;0.31733515452753547;21.44;24.1;164.20193044900816;1.394456599051912;19.14412636432247
138.4076501;0.03366189999999847;0.23291026105488138;0.2652596419896835;21.44;24.1;163.39830353560666;0.6465639239398338;22.517943711330588
138.5169474;0.029876500000000306;0.2337258703666895;0.5224811130099827;21.83;24.4;163.5556296004626;2.2001608090577127;21.483818223720483
138.6331612;0.03210159999997586;0.23294588712610342;0.22686679907012403;21.83;24.4;162.6148364675922;0.6701633697191111;25.208441132306188
138.7514934;0.03207760000000803;0.23512311385434098;0.4383527982032905;21.83;24.4;162.45987365988756;0.8059069637370051;24.529457802525307
138.867935;0.0320494999999994;0.23684542709423584;0.41052087450784347;21.83;24.4;161.71393405633776;-0.9949334837732128;26.266491214117984
138.978719;0.030897500000008904;0.24027508944372236;0.48341710456063813;21.83;24.4;164.19594710556942;0.8954883614925393;24.33840838720167
139.0943419;0.0417658000000074;0.24561897987176626;0.41052087450784347;21.83;24.4;162.6749423496155;-1.4610075573241739;25.23043236820014
139.2047877;0.029630900000000793;0.2495690433343424;0.2811175553695015;21.83;24.4;163.33124287580839;0.2477889709181182;24.964572227227492
139.316964;0.030846900000000232;0.25326935715097115;0.2857769623645761;21.83;24.4;162.85693107701786;-0.7905417518441252;25.35446263053723
139.4276148;0.029043299999983674;0.25642503386687104;0.29059342802240606;25.4;27.0;163.40528400585094;0.7659251856956191;24.76206438800096
139.5417813;0.030881499999992457;0.25932033986114583;0.2938956260681152;26.26;27.2;162.10051040223303;-0.9338797009986403;24.90551368445905
139.6647519;0.04073089999999979;0.264153008862302;0.29899208201149297;55.28;28.0;162.40113024228688;0.5694821811437101;25.627693720593772
139.7772543;0.031396499999999605;0.2694531082064971;0.3007304080696993;55.3;28.3;161.59298058169878;-1.4325806168895763;24.17761544511294
139.8904539;0.03133560000000557;0.27918978437036407;0.31348866780598955;58.17;28.9;164.01029788449995;0.8151394916709876;23.003240130434733
140.002695;0.03135600000001659;0.27992591736927463;0.31348866780598955;58.17;28.9;161.74193618627913;-1.3526873693450427;23.879878242310426
140.11369;0.030719799999985753;0.28582213797517914;0.3154001840730993;85.83;29.1;164.3330778483386;-1.1522788604518044;24.271599469117128
140.2247462;0.030947599999990416;0.2874675491855467;0.3192940135061005;85.83;29.2;165.1579846866526;0.67693934238995;22.728936141549028
140.3347147;0.030205999999992628;0.2867740326570605;0.3192940135061005;85.83;29.2;164.4556985958829;-1.3486878261805963;24.061499972599787
140.4371439;0.031613700000008294;0.2850632675407257;0.31733515452753547;27.35;29.2;163.5083015188677;0.19661610718623812;23.25645409020376
140.5461409;0.02849450000002207;0.28321881792531944;0.3192940135061005;27.18;29.2;162.93679991911446;-1.3556616056094506;24.05186494136118
140.6541988;0.028751499999998487;0.28162401621805916;0.3154001840730993;26.93;28.7;162.4305651056061;-1.5692525035546545;23.790494501530112
140.7638004;0.030377999999984695;0.27969043227267865;0.3116001818553511;26.32;28.7;162.90371230494938;-1.2789112758859684;23.825917491529562
140.8746002;0.030691300000000865;0.2757273504724504;0.3116001818553511;26.52;28.2;162.27740128866583;-1.2464580926291453;24.046852894350238
141.0086772;0.04629409999998302;0.2723006862833924;0.306068817680404;26.52;28.2;162.65455304967324;-1.087625756727529;23.97480319149725
141.1430537;0.04239940000002207;0.2720931241631345;0.3042684128705193;25.7;27.9;163.76692536671771;0.6487226810307792;23.830094777102133
141.257288;0.03107790000001387;0.2702080949426148;0.30248906542683207;25.7;27.9;164.17001509593734;-0.4828756916197309;23.453434571892625
141.3664622;0.030087600000001657;0.26758815550227216;0.30248906542683207;24.6;26.9;164.02181434873566;0.6413925089501672;23.470934895608657
141.4766872;0.02871849999999654;0.2639954027618496;0.29899208201149297;24.41;26.8;164.1619930286527;1.0513358306045997;22.99854744598664
141.584203;0.02937319999998067;0.2610357074464716;0.2938956260681152;24.26;26.9;164.63151325920347;1.2640088807955137;23.337146652867514
141.6948928;0.028715299999987565;0.25829615433624686;0.2938956260681152;23.94;26.5;161.3408681576324;0.1987537944740763;24.35857468753778
141.7987759;0.030952900000016825;0.2589433408146301;0.2938956260681152;24.36;26.9;162.55702536190748;0.17139579706169472;24.09090837654505
141.9082926;0.030501799999996138;0.2608088123552694;0.2938956260681152;24.36;26.9;163.92987865549378;0.8694656700779742;23.920037754777624
142.020691;0.0313425999999879;0.26037260198043105;0.2938956260681152;23.99;26.7;163.65632177670315;1.025846348947976;22.72560000747223
142.1324766;0.03239149999998858;0.2596691693844727;0.2922351988021937;24.0;26.6;163.4459146901484;0.12416661955957402;23.344096796228236
142.2495085;0.038510500000001;0.2597654111614761;0.2938956260681152;24.41;26.9;163.11111790302914;0.347260997873505;23.32427099419598
142.3602677;0.030900400000007266;0.2606386885457934;0.2922351988021937;23.99;26.5;163.90491156751247;0.8263188661376344;23.71841384948787
142.473054;0.031574799999987135;0.25958235725750906;0.2922351988021937;24.4;26.4;162.99763444262518;0.6209569465805573;24.10159893284415
142.5847357;0.02945909999999685;0.25821860588458595;0.2922351988021937;24.4;26.7;162.23038745594883;0.2950170695649616;24.43377383843522
142.7343764;0.041616699999991624;0.25868953078534607;0.29059342802240606;24.34;26.8;163.00164095021182;-1.0439470068510914;23.908979264891943
142.846407;0.032164399999999205;0.2592756921720988;0.29059342802240606;24.34;26.6;163.33693267858706;0.3777257879390351;24.18073366190072
142.9577833;0.03202210000000605;0.2597221859779981;0.29059342802240606;24.29;26.7;163.85933415124805;-0.6117050030979032;23.982819257555647
143.0674972;0.030040899999988824;0.2592885782603483;0.29059342802240606;24.29;26.7;163.77794853967788;-0.5561018966514878;23.699749731035286
143.1686701;0.030193499999995765;0.25852492495884904;0.29059342802240606;24.28;26.7;163.63879586524453;0.08618383826355118;23.632843421205962
143.2982337;0.03304150000002437;0.2570537975695556;0.39186083475748695;24.26;26.4;163.78572082945055;0.5378137201211677;23.50929406860606
143.4091618;0.029990000000026384;0.2565529426301937;0.3948521388396052;24.72;26.6;163.0041066403761;-0.8436632463310393;23.621699779351466
143.5195855;0.02945119999998269;0.2567545678125951;0.3948521388396052;25.16;26.7;163.4493916625943;0.14968873785792497;23.396236318145686
143.6326778;0.03253839999999286;0.2554768934981004;0.9947236574613131;24.8;26.6;164.12107254454753;-0.5794697192883806;23.899094163250858
143.7468161;0.03165719999998373;0.25589348421642455;1.014228042901731;24.8;26.6;163.99028463106228;0.05557211244861172;23.72731050208199
143.8589642;0.031093599999991284;0.2572698882644811;0.9947236574613131;27.2;26.5;164.22173007123143;-0.6272118406286074;23.864168938639036
