time;ToF[cm]
1657807893.5442805;30.6
1657807893.5455146;30.6
1657807893.5467463;30.6
1657807893.5479746;30.6
1657807893.5492053;30.6
1657807893.5504386;30.6
1657807893.55167;30.6
1657807893.5528965;30.6
1657807893.554124;30.6
1657807893.5553522;30.6
1657807893.5565813;30.6
1657807893.557812;30.6
1657807893.5590556;30.6
1657807893.5602834;30.6
1657807893.561505;30.6
1657807893.5627275;30.6
1657807893.5639493;30.6
1657807893.565172;30.6
1657807893.566392;30.6
1657807893.5676134;30.6
1657807893.5688448;30.6
1657807893.5700805;30.6
1657807893.5713131;30.6
1657807893.5725412;30.6
1657807893.5737677;30.6
1657807893.5759006;30.6
1657807893.5773258;30.6
1657807893.5791147;30.6
1657807893.580853;30.6
1657807893.582576;30.6
1657807893.584578;30.6
1657807893.586601;30.6
1657807893.5883577;30.6
1657807893.5898373;30.6
1657807893.591348;30.6
1657807893.59284;30.6
1657807893.594335;30.6
1657807893.595749;30.6
1657807893.5971735;30.6
1657807893.5985966;30.6
1657807893.600064;30.6
1657807893.6014876;30.6
1657807893.6029656;30.6
1657807893.6046824;30.6
1657807893.6179097;30.6
1657807893.6216853;30.6
1657807893.6231828;30.6
1657807893.6246197;30.6
1657807893.6261106;30.6
1657807893.6275465;30.6
1657807893.6289632;30.6
1657807893.630433;30.6
1657807893.631931;30.6
1657807893.6335838;30.6
1657807893.635084;30.6
1657807893.6364477;30.6
1657807893.6381538;30.6
1657807893.6395326;30.6
1657807893.640863;30.6
1657807893.6422095;30.6
1657807893.643761;30.6
1657807893.6457913;30.6
1657807893.6505153;30.6
1657807893.6526651;30.6
1657807893.6555972;30.6
1657807893.6575978;30.6
1657807893.6595678;30.6
1657807893.661388;30.6
1657807893.6644022;30.6
1657807893.6663024;30.6
1657807893.6690001;30.6
1657807893.6716037;30.6
1657807893.673886;30.6
1657807893.6759138;30.6
1657807893.6779032;30.6
1657807893.679855;30.6
1657807893.6812198;30.6
1657807893.6828418;30.6
1657807893.6844313;30.6
1657807893.685764;30.6
1657807893.687046;30.6
1657807893.6889894;30.6
1657807893.690463;30.6
1657807893.6917405;30.6
1657807893.692986;30.6
1657807893.6942255;30.6
1657807893.6954677;30.6
1657807893.6967027;30.6
1657807893.6979442;30.6
1657807893.6993916;30.6
1657807893.7007875;30.6
1657807893.7020748;30.6
1657807893.7033474;30.6
1657807893.7050762;30.6
1657807893.7064013;30.6
