time;ToF[cm]
1659331898.365268;15.8
1659331898.3664942;15.8
1659331898.3677213;15.8
1659331898.3689485;15.8
1659331898.3718648;15.7
1659331898.3730953;15.7
1659331898.3743224;15.7
1659331898.37559;15.7
1659331898.3768382;15.7
1659331898.378067;15.7
1659331898.3792937;15.7
1659331898.3805304;15.7
1659331898.3817558;15.7
1659331898.3831723;15.7
1659331898.3844488;15.7
1659331898.3856926;15.7
1659331898.3869271;15.7
1659331898.3881578;15.7
1659331898.389389;15.7
1659331898.3906164;15.7
1659331898.391843;15.7
1659331898.39307;15.7
1659331898.3942957;15.7
1659331898.3955235;15.7
1659331898.396756;15.7
1659331898.397986;15.7
1659331898.3992136;15.7
1659331898.4004424;15.7
1659331898.4016786;15.7
1659331898.402907;15.7
1659331898.4041321;15.7
1659331898.4053636;15.7
1659331898.4065924;15.7
1659331898.4078174;15.7
1659331898.409045;15.7
1659331898.4102714;15.7
1659331898.4114966;15.7
1659331898.4127243;15.7
1659331898.4139504;15.7
1659331898.4151764;15.7
1659331898.4164011;15.7
1659331898.4176245;15.7
1659331898.4188519;15.7
1659331898.4200795;15.7
1659331898.4213052;15.7
1659331898.422529;15.7
1659331898.4237525;15.7
1659331898.4249978;15.7
1659331898.4262266;15.7
1659331898.4274554;15.7
1659331898.428682;15.7
1659331898.4299095;15.7
1659331898.4311373;15.7
1659331898.432363;15.7
1659331898.4335895;15.7
1659331898.4348142;15.7
1659331898.4360406;15.7
1659331898.4372659;15.7
1659331898.4384978;15.7
1659331898.4398158;15.7
1659331898.4410512;15.7
1659331898.4422987;15.7
1659331898.443578;15.7
1659331898.4448235;15.7
1659331898.446061;15.7
1659331898.4472904;15.7
1659331898.4485216;15.7
1659331898.4497538;15.7
1659331898.4509804;15.7
1659331898.4522064;15.7
1659331898.453433;15.7
1659331898.4546618;15.7
1659331898.4558926;15.7
1659331898.4571195;15.7
1659331898.458346;15.7
1659331898.4595847;15.7
1659331898.46081;15.7
1659331898.4620416;15.7
1659331898.4632716;15.7
1659331898.464508;15.7
1659331898.4674444;15.9
1659331898.468679;15.9
1659331898.4699073;15.9
1659331898.4711363;15.9
1659331898.4723635;15.9
1659331898.4735906;15.9
1659331898.4748175;15.9
1659331898.4760458;15.9
1659331898.4772732;15.9
1659331898.4784997;15.9
1659331898.4797227;15.9
1659331898.4809475;15.9
1659331898.4821758;15.9
1659331898.4834015;15.9
1659331898.4846454;15.9
1659331898.4858775;15.9
1659331898.4871042;15.9
1659331898.4883306;15.9
1659331898.4895566;15.9
1659331898.4907825;15.9
1659331898.4920073;15.9
1659331898.4932344;15.9
1659331898.4944606;15.9
1659331898.4956868;15.9
1659331898.4969125;15.9
1659331898.4981475;15.9
1659331898.4993713;15.9
1659331898.5005984;15.9
1659331898.501824;15.9
1659331898.5030525;15.9
1659331898.5042775;15.9
1659331898.505503;15.9
1659331898.5067303;15.9
1659331898.5079613;15.9
1659331898.5091863;15.9
1659331898.5104172;15.9
1659331898.5116432;15.9
1659331898.5128682;15.9
1659331898.5140972;15.9
1659331898.5155241;15.9
1659331898.5168445;15.9
1659331898.5181026;15.9
1659331898.5193408;15.9
1659331898.5205753;15.9
1659331898.5218053;15.9
1659331898.5230384;15.9
1659331898.524269;15.9
1659331898.5255003;15.9
1659331898.5267317;15.9
1659331898.5279603;15.9
1659331898.529189;15.9
1659331898.5304184;15.9
1659331898.5316482;15.9
1659331898.532876;15.9
1659331898.534104;15.9
1659331898.5353332;15.9
1659331898.536564;15.9
1659331898.5377927;15.9
1659331898.5390298;15.9
1659331898.5403376;15.9
1659331898.5415783;15.9
1659331898.5428123;15.9
1659331898.5440416;15.9
1659331898.5452724;15.9
1659331898.5465014;15.9
1659331898.5477302;15.9
1659331898.548958;15.9
1659331898.550188;15.9
1659331898.5514174;15.9
1659331898.5526454;15.9
1659331898.5538712;15.9
1659331898.555104;15.9
1659331898.5563326;15.9
1659331898.557557;15.9
1659331898.558784;15.9
1659331898.5600088;15.9
1659331898.5629387;15.9
1659331898.5641756;15.9
1659331898.5654044;15.9
1659331898.566633;15.9
1659331898.567858;15.9
1659331898.5690851;15.9
1659331898.570313;15.9
1659331898.5715516;15.9
1659331898.57278;15.9
1659331898.5740054;15.9
1659331898.575252;15.9
1659331898.5764902;15.9
1659331898.5777178;15.9
1659331898.5789425;15.9
1659331898.5801692;15.9
1659331898.5813951;15.9
1659331898.5826223;15.9
1659331898.5838494;15.9
1659331898.5850747;15.9
1659331898.5863018;15.9
1659331898.587529;15.9
1659331898.5887542;15.9
1659331898.5899806;15.9
1659331898.591206;15.9
1659331898.5924318;15.9
1659331898.5936573;15.9
1659331898.5948856;15.9
1659331898.5961227;15.9
1659331898.5973518;15.9
1659331898.5985777;15.9
1659331898.5998385;15.9
1659331898.6011457;15.9
1659331898.602387;15.9
1659331898.6036184;15.9
1659331898.6048522;15.9
1659331898.6060884;15.9
1659331898.6073167;15.9
1659331898.6085453;15.9
1659331898.6097732;15.9
1659331898.6110094;15.9
1659331898.6122386;15.9
1659331898.613464;15.9
1659331898.6146958;15.9
1659331898.6159441;15.9
1659331898.6171699;15.9
1659331898.618395;15.9
1659331898.619622;15.9
1659331898.6208684;15.9
1659331898.622098;15.9
1659331898.623322;15.9
1659331898.62455;15.9
1659331898.6257775;15.9
1659331898.6270046;15.9
1659331898.6282327;15.9
1659331898.6294622;15.9
1659331898.6306896;15.9
1659331898.631913;15.9
1659331898.6331375;15.9
1659331898.6343615;15.9
1659331898.6356153;15.9
1659331898.6368437;15.9
1659331898.638069;15.9
1659331898.6393025;15.9
1659331898.6406002;15.9
1659331898.641834;15.9
1659331898.6430957;15.9
1659331898.6443558;15.9
1659331898.6456223;15.9
1659331898.647201;15.9
1659331898.6484542;15.9
1659331898.6496942;15.9
1659331898.650929;15.9
1659331898.652161;15.9
1659331898.6533914;15.9
1659331898.6546433;15.9
1659331898.6558776;15.9
1659331898.6588023;15.8
1659331898.6600358;15.8
1659331898.661265;15.8
1659331898.6624916;15.8
1659331898.663723;15.8
1659331898.6649704;15.8
1659331898.6662018;15.8
1659331898.667429;15.8
1659331898.6686566;15.8
1659331898.6698844;15.8
1659331898.6711113;15.8
1659331898.6723366;15.8
1659331898.6735613;15.8
1659331898.6747887;15.8
1659331898.6760166;15.8
1659331898.6772425;15.8
1659331898.6784663;15.8
1659331898.6796925;15.8
1659331898.6809206;15.8
1659331898.6821463;15.8
1659331898.6833718;15.8
1659331898.6845968;15.8
1659331898.6858237;15.8
1659331898.6870475;15.8
1659331898.6882727;15.8
1659331898.6894984;15.8
1659331898.6907227;15.8
1659331898.691948;15.8
1659331898.6931715;15.8
1659331898.6944478;15.8
1659331898.6956851;15.8
1659331898.6983793;15.8
1659331898.6998978;15.8
1659331898.701429;15.8
1659331898.7029421;15.8
1659331898.7044294;15.8
1659331898.7057354;15.8
1659331898.7069793;15.8
1659331898.7082124;15.8
1659331898.7094479;15.8
1659331898.7106857;15.8
1659331898.7119164;15.8
1659331898.7131484;15.8
1659331898.7144227;15.8
1659331898.715657;15.8
1659331898.7168875;15.8
1659331898.7181356;15.8
1659331898.7193618;15.8
1659331898.72059;15.8
1659331898.7218163;15.8
1659331898.7230453;15.8
1659331898.7242742;15.8
1659331898.7255008;15.8
1659331898.7267299;15.8
1659331898.7279558;15.8
1659331898.7291842;15.8
1659331898.7304103;15.8
1659331898.7316387;15.8
1659331898.7328641;15.8
1659331898.7340896;15.8
1659331898.7353158;15.8
1659331898.7365415;15.8
1659331898.7377658;15.8
1659331898.7389963;15.8
1659331898.7402976;15.8
1659331898.7415347;15.8
1659331898.742764;15.8
1659331898.7439904;15.8
1659331898.7452364;15.8
1659331898.7464693;15.8
1659331898.7476997;15.8
1659331898.7489257;15.8
1659331898.7501626;15.8
1659331898.7514174;15.8
1659331898.7526486;15.8
1659331898.7555764;15.8
1659331898.756813;15.8
1659331898.7580419;15.8
1659331898.7592688;15.8
1659331898.760499;15.8
1659331898.7617526;15.8
1659331898.763092;15.8
1659331898.7643802;15.8
1659331898.765652;15.8
1659331898.766885;15.8
1659331898.7681227;15.8
1659331898.7693512;15.8
1659331898.7705803;15.8
1659331898.7718093;15.8
1659331898.773037;15.8
1659331898.7742653;15.8
1659331898.7754958;15.8
1659331898.7767222;15.8
1659331898.7779484;15.8
1659331898.779176;15.8
1659331898.780405;15.8
1659331898.7816331;15.8
1659331898.7828813;15.8
1659331898.7841065;15.8
1659331898.7853367;15.8
1659331898.7865715;15.8
1659331898.787833;15.8
1659331898.78906;15.8
1659331898.7902873;15.8
1659331898.791535;15.8
1659331898.7927597;15.8
1659331898.794005;15.8
1659331898.795242;15.8
1659331898.7964692;15.8
1659331898.7976952;15.8
1659331898.798921;15.8
1659331898.800146;15.8
1659331898.8013735;15.8
1659331898.8026052;15.8
1659331898.8038323;15.8
1659331898.8050597;15.8
1659331898.8062866;15.8
1659331898.8075144;15.8
1659331898.8087375;15.8
1659331898.8099632;15.8
1659331898.8111897;15.8
1659331898.8124263;15.8
1659331898.8136508;15.8
1659331898.8148782;15.8
1659331898.8161042;15.8
1659331898.817329;15.8
1659331898.8185513;15.8
1659331898.8197758;15.8
1659331898.8210008;15.8
1659331898.8222246;15.8
1659331898.8234518;15.8
