Fx...Data G Units:rad/s - A Units:m/s^2 - m Units:gausss...time;Fx-Gx;Fx-Gy;Fx-Gz;Fx-Ax;Fx-Ay;Fx-Az;Fx-Mx;Fx-My;Fx-Mz
7923.881140118,0.195312500;-0.726562500;0.078125000;0.030744000;-0.054656000;1.046028000;-76.200000000;-105.400000000;-294.300000000
7923.886014079,-0.187500000;-0.734375000;0.226562500;0.030744000;-0.054656000;1.046028000;-76.200000000;-105.400000000;-294.300000000
7923.891018334,-0.187500000;-0.734375000;0.226562500;0.032452000;-0.056364000;1.046760000;-75.400000000;-103.900000000;-292.200000000
7923.896509285,-0.539062500;-0.609375000;0.093750000;0.032452000;-0.056364000;1.046760000;-75.400000000;-103.900000000;-292.200000000
7923.901473688,-0.539062500;-0.609375000;0.164062500;0.033428000;-0.056364000;1.045052000;-75.500000000;-105.100000000;-291.800000000
7923.906555868,-0.445312500;-0.726562500;0.164062500;0.033428000;-0.056364000;1.045052000;-75.500000000;-105.100000000;-291.800000000
7923.911939135,-0.156250000;-0.710937500;0.390625000;0.032696000;-0.056364000;1.047004000;-75.700000000;-104.500000000;-293.700000000
7923.91848107,-0.156250000;-0.710937500;0.390625000;0.032696000;-0.056364000;1.047004000;-75.700000000;-104.500000000;-293.700000000
7923.924810248,-0.867187500;-0.804687500;-0.187500000;0.032696000;-0.056120000;1.047736000;-75.100000000;-104.100000000;-294.300000000
7923.931023854,-0.867187500;-0.804687500;-0.187500000;0.032696000;-0.056120000;1.042856000;-75.300000000;-105.700000000;-292.400000000
7923.937005149,-0.515625000;-0.648437500;0.226562500;0.034404000;-0.057340000;1.042856000;-75.300000000;-105.700000000;-292.400000000
7923.942779911,-0.656250000;-0.835937500;0.164062500;0.033672000;-0.058072000;1.045540000;-75.400000000;-105.100000000;-293.000000000
7923.948194029,-0.656250000;-0.835937500;0.164062500;0.033672000;-0.058072000;1.045540000;-75.400000000;-105.100000000;-293.000000000
7923.953065527,-0.500000000;-0.593750000;0.109375000;0.031964000;-0.056852000;1.047492000;-75.700000000;-105.400000000;-292.700000000
7923.958154466,-0.500000000;-0.593750000;0.109375000;0.031964000;-0.056852000;1.047492000;-75.700000000;-105.400000000;-292.700000000
7923.963027001,-0.281250000;-0.742187500;-0.187500000;0.031964000;-0.057340000;1.046516000;-76.200000000;-105.800000000;-292.800000000
7923.967866517,-0.281250000;-0.742187500;-0.187500000;0.031964000;-0.057340000;1.046516000;-76.200000000;-105.800000000;-292.800000000
7923.97267372,-0.210937500;-0.835937500;0.179687500;0.031964000;-0.056852000;1.047004000;-75.300000000;-105.300000000;-291.600000000
7923.977537199,-0.210937500;-0.835937500;0.179687500;0.031964000;-0.056852000;1.047004000;-75.300000000;-105.300000000;-291.600000000
7923.982354975,-0.054687500;-0.890625000;0.242187500;0.033184000;-0.056608000;1.046760000;-76.300000000;-104.400000000;-293.400000000
7923.98713453,-0.054687500;-0.890625000;0.242187500;0.033184000;-0.056608000;1.046760000;-76.300000000;-104.400000000;-293.400000000
7923.99191964,-0.343750000;-0.671875000;0.226562500;0.033184000;-0.056364000;1.046760000;-76.000000000;-104.800000000;-291.500000000
7923.996706324,-0.343750000;-0.671875000;0.226562500;0.033184000;-0.056364000;1.046760000;-76.000000000;-104.800000000;-291.500000000
7924.001503119,-0.250000000;-0.710937500;0.257812500;0.032940000;-0.055876000;1.045052000;-76.600000000;-105.400000000;-293.000000000
7924.006295933,-0.250000000;-0.710937500;0.257812500;0.032940000;-0.055876000;1.045052000;-76.600000000;-105.400000000;-293.000000000
7924.01108995,-0.250000000;-0.984375000;0.093750000;0.033428000;-0.055632000;1.046516000;-76.400000000;-105.200000000;-293.500000000
7924.015881616,-0.062500000;-0.984375000;0.093750000;0.033428000;-0.055632000;1.046516000;-76.400000000;-105.200000000;-293.500000000
7924.020669374,-0.062500000;-0.984375000;0.093750000;0.033428000;-0.055632000;1.046272000;-76.300000000;-105.700000000;-293.000000000
7924.025477984,-0.046875000;-0.593750000;0.179687500;0.032452000;-0.056608000;1.046272000;-76.300000000;-105.700000000;-293.000000000
7924.030265168,-0.046875000;-0.593750000;0.179687500;0.032452000;-0.056608000;1.046272000;-76.200000000;-104.700000000;-292.400000000
7924.035049741,-0.375000000;-0.765625000;0.296875000;0.031476000;-0.058316000;1.046028000;-76.200000000;-104.700000000;-292.400000000
7924.039831629,-0.375000000;-0.765625000;0.296875000;0.031476000;-0.058316000;1.046028000;-75.900000000;-106.000000000;-292.800000000
7924.044616554,-0.226562500;-0.468750000;0.093750000;0.031964000;-0.056852000;1.045296000;-75.900000000;-106.000000000;-292.800000000
7924.049405275,-0.226562500;-0.468750000;0.093750000;0.031964000;-0.056852000;1.045296000;-76.200000000;-105.000000000;-292.300000000
7924.054184441,-0.250000000;-0.765625000;0.226562500;0.032208000;-0.055388000;1.045784000;-76.200000000;-105.000000000;-292.300000000
7924.058959848,-0.250000000;-0.765625000;0.226562500;0.032208000;-0.055388000;1.045784000;-76.200000000;-105.000000000;-292.300000000
7924.063754513,-0.250000000;-0.843750000;-0.117187500;0.031476000;-0.058072000;1.047980000;-76.600000000;-105.400000000;-291.700000000
7924.068560475,-0.250000000;-0.843750000;-0.117187500;0.031476000;-0.058072000;1.047980000;-76.600000000;-105.400000000;-291.700000000
7924.073345252,-0.195312500;-0.929687500;0.164062500;0.031232000;-0.056852000;1.047004000;-75.700000000;-105.500000000;-292.900000000
7924.078129417,-0.195312500;-0.929687500;0.164062500;0.031232000;-0.056852000;1.047004000;-75.700000000;-105.500000000;-292.900000000
7924.082930527,-0.296875000;-0.820312500;-0.187500000;0.032940000;-0.054656000;1.047248000;-75.500000000;-104.800000000;-292.900000000
7924.087717156,-0.296875000;-0.820312500;-0.187500000;0.032940000;-0.054656000;1.047248000;-75.500000000;-104.800000000;-292.900000000
7924.092839298,0.226562500;-0.742187500;0.195312500;0.033428000;-0.055876000;1.047492000;-75.800000000;-104.800000000;-292.000000000
7924.098054142,0.226562500;-0.742187500;0.195312500;0.033428000;-0.055876000;1.047492000;-75.800000000;-104.800000000;-292.000000000
