MPUData GUnits:°/s - AUnits:g
LSM9DS1Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
Fx...Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
time;MPU-Gx;MPU-Gy;MPU-Gz;MPU-Ax;MPU-Ay;MPU-Az;LSM-Gx;LSM-Gy;LSM-Gz;LSM-Ax;LSM-Ay;LSM-Az;LSM-Mx;LSM-My;LSM-Mz;Fx-Gx;Fx-Gy;Fx-Gz;Fx-Ax;Fx-Ay;Fx-Az;Fx-Mx;Fx-My;Fx-Mz
17654.135770729;-1.786;0.527;0.153;0.230;-0.193;0.969;-0.086;-0.121;-0.007;-0.491;0.503;13.887;-0.312;-0.800;-1.562;-0.008;-0.009;0.007;0.311;0.156;10.251;-102.800;-134.100;-308.100
17654.149293959;-1.824;0.557;0.168;0.230;-0.198;0.971;-0.086;-0.121;-0.007;-0.514;0.489;13.807;-0.312;-0.799;-1.555;-0.012;-0.014;0.008;0.318;0.163;10.248;-103.300;-134.200;-308.300
17654.162837114;-1.824;0.534;0.176;0.229;-0.193;0.974;-0.083;-0.122;-0.008;-0.437;0.515;13.708;-0.312;-0.799;-1.555;-0.009;-0.014;0.005;0.325;0.139;10.260;-103.300;-134.200;-309.300
17654.177649711;-1.832;0.527;0.145;0.226;-0.191;0.978;-0.084;-0.117;-0.011;-0.533;0.517;13.673;-0.313;-0.796;-1.556;-0.005;-0.012;0.003;0.316;0.170;10.260;-102.700;-134.400;-309.400
17654.192826338;-1.832;0.557;0.145;0.229;-0.195;0.970;-0.092;-0.120;-0.002;-0.492;0.553;13.574;-0.305;-0.798;-1.553;-0.003;-0.010;0.005;0.323;0.165;10.258;-102.700;-134.100;-308.700
17654.208482309;-1.832;0.542;0.153;0.229;-0.192;0.984;-0.085;-0.117;-0.006;-0.431;0.501;13.638;-0.305;-0.798;-1.553;-0.001;-0.013;0.004;0.323;0.182;10.256;-103.700;-134.100;-309.100
17654.224273462;-1.840;0.573;0.153;0.234;-0.190;0.967;-0.082;-0.117;-0.010;-0.492;0.491;13.677;-0.316;-0.803;-1.553;-0.012;-0.015;0.004;0.318;0.167;10.260;-103.500;-133.800;-307.300
17654.239524847;-1.824;0.527;0.168;0.229;-0.190;0.974;-0.084;-0.119;-0.007;-0.324;0.500;13.607;-0.316;-0.803;-1.553;-0.006;-0.008;0.001;0.325;0.148;10.244;-102.400;-134.300;-309.100
17654.255085523;-1.832;0.573;0.145;0.229;-0.192;0.975;-0.082;-0.121;-0.005;-0.498;0.493;13.642;-0.315;-0.805;-1.554;-0.011;-0.012;0.006;0.306;0.163;10.244;-103.700;-134.600;-309.100
17654.269245594;-1.809;0.557;0.160;0.229;-0.193;0.970;-0.089;-0.120;-0.004;-0.467;0.530;13.446;-0.311;-0.808;-1.555;-0.012;-0.016;0.007;0.321;0.182;10.256;-103.300;-134.900;-309.300
17654.283979247;-1.824;0.550;0.191;0.231;-0.196;0.975;-0.086;-0.119;-0.010;-0.442;0.497;13.335;-0.311;-0.808;-1.555;-0.004;-0.015;0.005;0.330;0.156;10.256;-102.000;-134.200;-307.400
17654.297865082;-1.824;0.565;0.168;0.234;-0.189;0.982;-0.082;-0.115;-0.006;-0.484;0.490;13.488;-0.317;-0.796;-1.559;-0.004;-0.012;0.009;0.313;0.175;10.239;-102.800;-134.500;-308.700
17654.311522124;-1.779;0.527;0.160;0.226;-0.193;0.972;-0.085;-0.119;-0.007;-0.469;0.513;13.597;-0.317;-0.796;-1.559;-0.003;-0.012;0.009;0.311;0.148;10.253;-103.700;-134.000;-309.100
17654.32506452;-1.840;0.542;0.198;0.227;-0.190;0.976;-0.079;-0.115;-0.007;-0.511;0.498;13.515;-0.314;-0.803;-1.556;-0.004;-0.016;0.004;0.316;0.165;10.260;-103.300;-134.000;-307.100
17654.33854664;-1.840;0.542;0.153;0.226;-0.192;0.972;-0.083;-0.119;-0.007;-0.486;0.538;13.393;-0.314;-0.803;-1.556;-0.003;-0.013;0.002;0.321;0.148;10.246;-102.900;-133.900;-307.600
17654.352018556;-1.809;0.550;0.137;0.231;-0.195;0.974;-0.084;-0.113;-0.005;-0.485;0.493;13.397;-0.317;-0.799;-1.555;-0.009;-0.011;0.003;0.318;0.160;10.244;-102.600;-133.700;-308.400
17654.365555452;-1.840;0.534;0.137;0.227;-0.194;0.969;-0.089;-0.115;-0.010;-0.520;0.512;13.310;-0.317;-0.799;-1.555;-0.007;-0.009;0.000;0.316;0.184;10.251;-102.300;-134.200;-309.300
17654.379093866;-1.832;0.534;0.160;0.219;-0.195;0.973;-0.084;-0.116;-0.007;-0.484;0.502;13.274;-0.313;-0.804;-1.552;-0.006;-0.014;-0.001;0.321;0.165;10.241;-103.300;-133.800;-309.000
17654.392682614;-1.824;0.542;0.160;0.228;-0.193;0.974;-0.084;-0.120;-0.008;-0.468;0.541;13.242;-0.313;-0.804;-1.552;0.001;-0.015;0.005;0.321;0.175;10.239;-102.900;-133.200;-310.200
17654.406883813;-1.870;0.519;0.153;0.227;-0.192;0.969;-0.087;-0.115;-0.008;-0.507;0.529;13.181;-0.311;-0.797;-1.549;-0.005;-0.013;0.005;0.316;0.153;10.248;-102.700;-133.600;-310.800
17654.42185987;-1.855;0.557;0.191;0.233;-0.193;0.956;-0.088;-0.121;-0.003;-0.501;0.477;13.339;-0.317;-0.798;-1.548;0.000;-0.014;0.005;0.316;0.175;10.256;-101.900;-133.700;-308.900
17654.435447191;-1.840;0.550;0.153;0.229;-0.195;0.975;-0.087;-0.115;-0.006;-0.444;0.438;13.426;-0.317;-0.798;-1.548;-0.007;-0.012;0.005;0.313;0.170;10.248;-103.500;-133.500;-309.900
17654.448966106;-1.863;0.580;0.160;0.227;-0.194;0.969;-0.080;-0.113;-0.003;-0.477;0.455;13.403;-0.317;-0.788;-1.551;-0.002;-0.012;0.008;0.316;0.148;10.241;-102.900;-133.600;-308.300
17654.463211101;-1.863;0.534;0.168;0.233;-0.191;0.973;-0.086;-0.121;-0.006;-0.497;0.476;13.369;-0.317;-0.788;-1.551;0.001;-0.016;0.002;0.328;0.172;10.246;-103.500;-134.600;-308.700
17654.477058325;-1.840;0.527;0.176;0.229;-0.194;0.971;-0.079;-0.116;-0.007;-0.530;0.447;13.278;-0.322;-0.795;-1.557;-0.009;-0.011;0.003;0.313;0.172;10.232;-102.300;-133.700;-309.200
17654.490566277;-1.809;0.527;0.168;0.229;-0.194;0.969;-0.082;-0.117;-0.006;-0.468;0.489;13.153;-0.322;-0.795;-1.557;-0.008;-0.016;0.005;0.328;0.172;10.241;-103.100;-134.200;-310.000
17654.50409784;-1.832;0.527;0.122;0.227;-0.191;0.970;-0.079;-0.114;-0.008;-0.449;0.467;13.144;-0.315;-0.795;-1.555;-0.004;-0.010;0.001;0.311;0.156;10.251;-103.100;-133.800;-307.500
17654.518318725;-1.840;0.511;0.160;0.228;-0.194;0.968;-0.088;-0.120;-0.010;-0.522;0.518;13.012;-0.315;-0.795;-1.555;-0.006;-0.014;-0.000;0.333;0.156;10.258;-102.900;-133.200;-308.000
17654.532255873;-1.840;0.534;0.145;0.230;-0.192;0.971;-0.081;-0.116;-0.006;-0.482;0.517;13.091;-0.309;-0.793;-1.554;-0.008;-0.014;0.003;0.318;0.160;10.246;-103.000;-133.000;-309.200
17654.558959098;-1.863;0.534;0.115;0.228;-0.196;0.984;-0.079;-0.111;-0.010;-0.471;0.504;12.899;-0.315;-0.801;-1.559;-0.008;-0.011;0.002;0.318;0.167;10.251;-102.300;-133.800;-308.600
17654.586603788;-1.817;0.534;0.153;0.232;-0.195;0.983;-0.082;-0.113;-0.011;-0.505;0.505;12.942;-0.317;-0.801;-1.560;-0.013;-0.016;0.002;0.335;0.175;10.248;-103.100;-132.600;-309.300
17654.614419938;-1.802;0.588;0.137;0.230;-0.192;0.975;-0.079;-0.111;-0.014;-0.502;0.504;13.010;-0.306;-0.795;-1.558;-0.007;-0.010;0.006;0.306;0.172;10.234;-102.800;-133.400;-309.300
17654.638283489;-1.817;0.534;0.183;0.228;-0.194;0.973;-0.079;-0.117;-0.007;-0.472;0.500;12.931;-0.319;-0.799;-1.556;-0.000;-0.013;0.006;0.323;0.163;10.268;-102.900;-134.700;-309.200
17654.654744391;-1.840;0.534;0.160;0.229;-0.195;0.965;-0.086;-0.115;-0.007;-0.477;0.555;12.725;-0.316;-0.805;-1.554;-0.004;-0.012;0.005;0.321;0.158;10.256;-104.300;-133.700;-308.600
17654.674047354;-1.809;0.573;0.168;0.229;-0.192;0.978;-0.084;-0.120;-0.005;-0.453;0.511;12.840;-0.316;-0.805;-1.554;-0.013;-0.016;0.007;0.321;0.170;10.256;-103.300;-133.500;-309.800
17654.693408224;-1.794;0.542;0.145;0.233;-0.194;0.972;-0.084;-0.116;-0.010;-0.438;0.494;12.969;-0.318;-0.803;-1.549;-0.006;-0.014;0.001;0.323;0.153;10.225;-103.100;-134.600;-308.800
17654.712830074;-1.847;0.534;0.153;0.228;-0.192;0.969;-0.080;-0.115;-0.009;-0.496;0.549;12.826;-0.305;-0.805;-1.554;-0.004;-0.012;0.006;0.323;0.153;10.256;-103.300;-134.100;-309.300
17654.732414866;-1.832;0.550;0.130;0.230;-0.195;0.974;-0.078;-0.114;-0.007;-0.449;0.573;12.690;-0.310;-0.801;-1.565;-0.006;-0.015;0.005;0.328;0.158;10.246;-102.500;-134.100;-308.700
17654.758246828;-1.824;0.504;0.183;0.233;-0.193;0.974;-0.084;-0.079;-0.007;-0.450;0.517;12.830;-0.318;-0.796;-1.550;-0.010;-0.016;0.007;0.313;0.160;10.263;-102.500;-134.700;-307.800
17654.789926893;-1.817;0.534;0.168;0.231;-0.195;0.973;-0.078;-0.115;-0.010;-0.489;0.503;13.004;-0.323;-0.795;-1.553;0.005;-0.013;0.002;0.335;0.165;10.272;-102.500;-134.500;-309.100
17654.819089149;-1.802;0.519;0.160;0.227;-0.196;0.983;-0.075;-0.109;-0.009;-0.458;0.489;12.954;-0.321;-0.800;-1.561;-0.007;-0.012;0.003;0.282;0.148;10.275;-103.100;-133.500;-309.000
17654.845801226;-1.847;0.527;0.160;0.230;-0.191;0.972;-0.079;-0.116;-0.007;-0.476;0.596;12.785;-0.320;-0.806;-1.561;-0.001;-0.016;0.003;0.337;0.230;10.294;-103.200;-134.200;-309.600
17654.870585557;-1.733;0.573;0.137;0.233;-0.199;0.981;-0.040;-0.108;-0.010;-0.413;0.528;12.653;-0.318;-0.800;-1.562;-0.011;-0.003;0.003;0.340;0.191;10.287;-102.900;-134.400;-309.600
