time;ExecutionTime;posZ-marker;posZ-laser;speedX-marker;speedY-marker;speedX-feature;speedY-feature
90.798884;0.047767899999996644;0.3130690402078469;0.3042684128705193;-5.7966956913123014e-05;-1.112522673762621e-05;-0.0022058436361139236;0.0004408906011353792
90.8985554;0.050399999999996226;0.3130690402078469;0.3042684128705193;-5.796695691312304e-05;-1.1125226737626212e-05;-0.0025274729692898817;0.00042321318699144894
91.0021578;0.05468780000001061;0.31199134658751965;0.3042684128705193;-0.00024326822444709122;0.0001462913136543698;-0.0032598740198911402;0.0002080410149008797
91.1056731;0.0483371000000119;0.3128158383568058;0.3042684128705193;-0.00024988706277213874;0.00016191840734821854;-0.002921848437007999;0.0002707154480152555
91.2006856;0.04776929999999879;0.3128158383568058;0.306068817680404;-0.0002498870627721387;0.00016191840734821857;-0.0026706140621113993;0.0004791090120985048
91.3064347;0.056351499999991006;0.3128158383568058;0.3042684128705193;-0.00026089289239949207;0.00013533776098784267;-0.0030932988798341304;0.0004962570711296466
91.393651;0.048462999999998146;0.3130690402078469;0.3042684128705193;-3.696048806821055e-05;-2.480020514819456e-05;-0.003042902994052324;0.0002836750654573346
91.504394;0.04811949999999854;0.3128762947592971;0.3042684128705193;-1.5831303004939707e-05;2.6229786689394938e-05;-0.0035193277838306844;-1.3210178825329931e-05
91.6045242;0.051375500000006014;0.3128762947592971;0.3042684128705193;-0.00021732387847000164;5.284640490996005e-05;-0.0026622592720924633;0.00011693687263892125
91.7011405;0.052064099999995506;0.31315531794415746;0.3042684128705193;0.00024450842702715723;-8.352344141847829e-06;-0.002354888765778472;0.0002140755342911008
91.8073956;0.04573159999999632;0.3130690402078469;0.3042684128705193;2.4809968379300273e-05;-4.206500483810488e-06;-0.002339454380958595;0.0002153661551648874
91.9092258;0.05211160000000348;0.3130690402078469;0.3042684128705193;0.0005415769916794458;-0.0003751950552855309;-0.0019310096823804735;0.00019131591665815954
92.0053575;0.050886199999993664;0.3130690402078469;0.3042684128705193;0.0002482647171381763;-0.00016409466035892568;-0.000996154374969149;0.0007547068896045477
92.1002133;0.0522178000000082;0.3128158383568058;0.3042684128705193;4.192009173415516e-05;-1.6534021540354693e-05;-0.0011611751838289156;0.0007478457554155142
92.2166767;0.05428179999999827;0.31262661426577626;0.3042684128705193;0.00012752790735410987;0.00017387480185543133;-0.0016341298720379631;0.0005622576471172977
92.3101565;0.05136040000000719;0.3128158383568058;0.3042684128705193;-0.00020060433843801772;0.00010225157811755674;-0.0012250966346245696;0.00045389883049375715
92.4014911;0.04749460000000738;0.31262661426577626;0.3042684128705193;-0.00010376624639207911;0.00031581533107507306;-0.0014369847415891584;0.0006432988620473224
92.5019702;0.0521461999999957;0.31199134658751965;0.3042684128705193;-0.00051228358219028;0.000321771697240049;-0.000690410189399924;0.0008426235345169401
92.618693;0.051562300000000505;0.31199134658751965;0.3042684128705193;-0.0007467647129310794;0.00035293797781742273;-0.0012027972018744404;0.0006851274316834789
92.7152668;0.054815900000008355;0.31199134658751965;0.3042684128705193;-0.0005270662542832224;0.00034879213415938543;-0.0014613686845471531;0.0008389353605771527
92.8104749;0.052985400000011396;0.31199134658751965;0.3042684128705193;-0.0005270662542832224;0.00034879213415938543;-0.0016183486282851096;0.0008304448519805479
92.9129102;0.061953700000003664;0.31262661426577626;0.306068817680404;-0.00012650523182309388;0.0003429517746149664;-0.001904628550232833;0.0009274252694302023
93.0172178;0.05384379999999567;0.3128158383568058;-1;-1.469317320553673e-05;-1.4868110792750273e-05;-0.0008291458271117727;0.0006059674623347175
93.1128901;0.05445079999999791;0.3128158383568058;-1;-0.00010030098882549142;-0.00020527693418853627;-0.0007420962424900056;0.00041511680836694943
93.2009137;0.04683119999999974;0.3118962398012291;-1;-0.0006428984499154097;0.0003643426049608925;0.001234218897734802;0.0006242566913627204
93.3124665;0.04938700000001006;0.3117933073966413;-1;-0.000634669944415227;-0.0001935058580404952;0.0014776935336965754;0.000964348579027771
