time;ExecutionTime;Ultrasound;Tof;posZ-laser;ID1;dist1;ID2;dist2;ID3;dist3;ID4;dist4;ID5;dist5;ID6;dist6
4921.2368588;0.03696289999970759;41.41;44.8;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4921.3490182;0.03308610000021872;41.41;44.8;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4921.4479372;0.03320259999964037;42.24;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4921.5483999;0.035096900000098685;42.24;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4921.6476711;0.03517420000025595;41.84;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4921.754095;0.03683840000030614;41.43;44.4;-1;0;-1;1;0.38534928478266517;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4921.8538121;0.03662350000013248;41.8;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4921.9468768;0.035143199999765784;41.41;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4922.0518567;0.045968500000526547;41.41;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4922.1644768;0.04417120000016439;41.41;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.2713653;0.03731379999953788;41.41;44.5;-1;0;-1;1;0.38534928478266517;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4922.372591;0.0363244999998642;41.41;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.4806241;0.04711870000028284;41.41;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.5756144;0.03758769999967626;41.41;44.9;-1;0;-1;1;0.38534928478266517;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.6953646;0.05428849999952945;41.41;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.8061038;0.044921599999725004;41.41;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4922.9104019;0.0408726999994542;42.23;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.0214178;0.04034649999994144;41.41;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.1310654;0.040640199999870674;41.41;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.2341838;0.041456700000708224;41.8;44.6;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.3373515;0.03868030000012368;41.8;44.6;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.4332867;0.03599500000018452;41.8;45.0;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4923.5321405;0.03621529999963968;41.41;44.3;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.47863735552317244;4;-1;5;-1
4923.6387468;0.04185559999950783;41.41;44.3;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
4923.7412826;0.03856960000030085;41.41;44.7;-1;0;-1;1;0.38534928478266517;2;0.4290697059029359;3;0.4778630695649646;4;-1;5;-1
