time;ExecutionTime;Ultrasound;Tof;posZ-laser;ID1;dist1;ID2;dist2;ID3;dist3;ID4;dist4;ID5;dist5;ID6;dist6
4983.9970263;0.04337030000078812;41.41;45.0;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4984.0988743;0.036858599999504804;41.8;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.2115678;0.0372215999996115;41.8;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4984.3116505;0.03626720000011119;41.8;44.7;-1;0;-1;1;0.3860826693427931;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.4053706;0.034285100000488455;42.24;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.5030217;0.03724750000037602;42.24;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.6094498;0.0392891999999847;41.8;44.3;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4984.719601;0.04722250000031636;41.8;44.3;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.8147532;0.03538310000021738;41.41;44.8;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4984.9225068;0.04524290000063047;41.43;44.3;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.0286277;0.037430899999890244;42.26;44.6;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.1328755;0.03945709999970859;41.82;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.2346638;0.03870379999989382;41.82;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.3303464;0.03655410000010306;41.82;45.0;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.4421146;0.047014199999466655;41.41;44.8;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.5518048;0.03898849999950471;41.41;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4985.6635638;0.047317699999439355;41.41;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4985.764986;0.039354399999865564;41.41;44.7;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4985.8684844;0.0398843000002671;41.82;44.9;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4985.9752478;0.04077179999967484;41.85;45.2;-1;0;-1;1;0.38534928478266517;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.0729623;0.03736040000057983;42.26;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.1703729;0.03697790000023815;41.8;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.479917436944246;4;-1;5;-1
4986.2722428;0.039757900000040536;41.43;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.3810102;0.043551599999773316;41.43;44.4;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.4783769;0.04021629999988363;41.43;44.6;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.5702205;0.035538600000109;41.41;44.2;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.6830191;0.046329200000400306;41.8;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.7815505;0.03786630000013247;41.8;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4986.8900294;0.03878179999992426;41.8;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.477572402173174;4;-1;5;-1
4987.0082952;0.05247529999996914;41.8;44.5;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.47863735552317244;4;-1;5;-1
4987.1262074;0.048821200000020326;41.43;44.6;-1;0;-1;1;0.3856402699866809;2;0.4290697059029359;3;0.47863735552317244;4;-1;5;-1
