time;ExecutionTime;Ultrasound;Tof;posZ-laser;ID1;dist1;ID2;dist2;ID3;dist3;ID4;dist4;ID5;dist5;ID6;dist6
3331.872651;0.03089460000001054;46.65;49.4;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3331.9721896;0.0324534000001222;47.04;48.8;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3332.0889582;0.02843140000004496;46.65;49.3;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3332.1900727;0.036477600000125676;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3332.279137;0.030320400000164227;46.65;48.8;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.36931297769740445;4;-1;5;-1
3332.3881883;0.028772600000138482;47.04;48.8;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3332.4872458;0.03268519999983255;46.65;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3717600436709585;4;-1;5;-1
3332.5829699;0.030272899999999936;46.65;48.9;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3332.6832935;0.030680500000016764;47.04;48.9;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.36931297769740445;4;-1;5;-1
3332.791823;0.03109130000029836;46.65;48.9;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3332.8894049;0.03260360000012952;47.48;49.0;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3332.9894527;0.03242260000024544;46.65;48.9;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.0823303;0.032897999999931926;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.1964242;0.03686539999989691;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.3028767;0.04281119999996008;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3333.3950386;0.034110099999907106;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.4911534;0.03418050000027506;46.65;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.5946641;0.032250500000372995;46.65;49.1;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3333.6934803;0.03229360000023007;47.04;49.1;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3333.7871238;0.03168370000003051;46.65;49.4;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3333.8961797;0.03159139999979743;47.04;49.2;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.0008344;0.035963400000127876;47.04;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3334.0899065;0.03199709999989864;46.67;49.0;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.3706939384566025;4;-1;5;-1
3334.2011689;0.037256000000070344;47.04;49.0;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3334.2941315;0.0313255000000936;46.65;49.0;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3334.3891765;0.031453200000214565;46.65;49.0;-1;0;0.5098487531348477;1;0.5059437080913443;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.4884996;0.030651399999896967;47.04;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.5827509;0.033833899999990535;46.67;48.8;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.6834137;0.02832159999979922;46.67;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.7736002;0.025608300000385498;46.67;49.1;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3334.8764964;0.03010390000008556;46.65;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3334.9639296;0.023469199999908597;46.68;49.4;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3335.071687;0.022370799999862356;46.67;48.9;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.1624681;0.020423599999958242;46.67;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.2581739;0.02089109999997163;46.67;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.3538577;0.02100479999990057;46.67;49.2;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.4635841;0.019796300000052724;46.67;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3335.5620735;0.021105299999817362;46.67;49.2;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3335.6624189;0.020517200000085722;46.67;49.2;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3335.7733839;0.022573199999897042;46.67;49.2;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.8648678;0.021383499999956257;47.04;49.2;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.3706939384566025;4;-1;5;-1
3335.9586301;0.01997910000000047;47.04;49.2;-1;0;0.5098487531348477;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3336.0543998;0.020093999999971857;47.04;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3336.163489;0.018360300000040297;47.04;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3336.2614069;0.019258900000295398;47.04;49.2;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.3706939384566025;4;-1;5;-1
3336.3572198;0.019152399999711633;47.04;49.2;-1;0;0.5126897858269921;1;0.5059437080913443;2;-1;3;0.36931297769740445;4;-1;5;-1
3336.4558697;0.019876599999861355;47.04;49.2;-1;0;0.5126897858269921;1;0.5056598507252664;2;-1;3;0.36931297769740445;4;-1;5;-1
3336.5638609;0.01814799999965544;47.06;49.4;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3336.6609706;0.018927199999779987;47.06;49.4;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3336.7556751;0.01940420000028098;47.06;49.4;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3336.8571326;0.018904500000189728;47.06;49.4;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.3717600436709585;4;-1;5;-1
3336.9668051;0.02080230000001393;47.04;49.5;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.0654487;0.02337070000021413;46.65;49.2;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.1563214;0.018327100000078644;47.04;49.1;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.3717600436709585;4;-1;5;-1
3337.2698779;0.019078799999988405;47.04;49.1;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.3653411;0.01913940000031289;47.04;49.1;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.3717600436709585;4;-1;5;-1
3337.4622817;0.020522900000287336;47.02;49.0;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.5566535;0.019027100000130304;47.04;49.1;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.6750068;0.020351499999833322;46.65;48.7;-1;0;0.5126459106954081;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.7649084;0.018826699999863195;46.65;48.7;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.37039513435452714;4;-1;5;-1
3337.8731608;0.02264580000019123;47.06;49.0;-1;0;0.5123152776702908;1;0.5056598507252664;2;-1;3;0.3706939384566025;4;-1;5;-1
3337.9594072;0.021424799999749666;46.65;48.7;-1;0;0.512701579905095;1;0.50565597631305;2;-1;3;0.3706003256373074;4;-1;5;-1
3338.0870482;0.026539999999840802;47.04;48.8;-1;0;0.5100355369813508;1;0.5056502397600036;2;-1;3;0.37002022852883154;4;-1;5;-1
3338.1692924;0.019880100000136736;46.68;48.9;-1;0;0.5078224233770129;1;0.5059248565984147;2;-1;3;0.37002289294332025;4;-1;5;-1
3338.2672345;0.01997670000037033;46.68;48.6;-1;0;0.5079546867399829;1;0.5059221222096264;2;-1;3;0.3715209144494573;4;-1;5;-1
3338.3596143;0.01971060000005309;46.68;48.6;-1;0;0.5080867698730469;1;0.5074802588434644;2;-1;3;0.3709555893613966;4;-1;5;-1
3338.4721453;0.019313600000259612;47.94;48.8;-1;0;0.508103405555842;1;0.505954903942612;2;-1;3;0.3704428523363451;4;-1;5;-1
3338.5671515;0.019283200000245415;47.12;48.8;-1;0;0.5105575177197724;1;0.5059598976906834;2;-1;3;0.3715720187809747;4;-1;5;-1
3338.6630576;0.01971689999982118;47.51;48.6;-1;0;0.5106566169367616;1;0.5090405958014752;2;-1;3;0.37186837581604754;4;-1;5;-1
3338.7581799;0.01870650000000751;47.51;48.7;-1;0;0.5107552832136857;1;0.5090507625098107;2;-1;3;0.3704821296196006;4;-1;5;-1
3338.8705798;0.019410299999890412;47.96;48.7;-1;0;0.510853498482085;1;0.5038122965302623;2;-1;3;0.3713891751669387;4;-1;5;-1
3338.9701463;0.019384700000045996;47.96;48.6;-1;0;0.5088984765107724;1;0.503827118126776;2;-1;3;0.3724700992566532;4;-1;5;-1
3339.0634383;0.019623600000159058;48.82;48.0;-1;0;0.510882038462016;1;0.5058167420211575;2;-1;3;0.37027043591409803;4;-1;5;-1
3339.1577839;0.019351599999936298;48.81;48.4;-1;0;0.508579869746246;1;0.5058343314024125;2;-1;3;0.37198556188659865;4;-1;5;-1
3339.2706838;0.019184100000074977;48.82;47.9;-1;0;0.5086896140557744;1;0.5058546188229855;2;-1;3;0.3741338821026281;4;-1;5;-1
3339.3693331;0.020045399999617075;47.99;47.9;-1;0;0.5087989012860501;1;0.5058775986021301;2;-1;3;0.37159430816111505;4;-1;5;-1
