MPUData GUnits:°/s - AUnits:g
LSM9DS1Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
Fx...Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
time;MPU-Gx;MPU-Gy;MPU-Gz;MPU-Ax;MPU-Ay;MPU-Az;LSM-Gx;LSM-Gy;LSM-Gz;LSM-Ax;LSM-Ay;LSM-Az;LSM-Mx;LSM-My;LSM-Mz;Fx-Gx;Fx-Gy;Fx-Gz;Fx-Ax;Fx-Ay;Fx-Az;Fx-Mx;Fx-My;Fx-Mz
17510.729191731;-1.855;0.534;0.168;0.227;-0.194;0.971;-0.088;-0.116;-0.002;-0.534;0.465;13.043;-0.316;-0.811;-1.558;-0.003;-0.014;0.004;0.325;0.146;10.215;-102.900;-132.900;-308.700
17510.742765252;-1.840;0.527;0.168;0.229;-0.194;0.973;-0.090;-0.115;-0.004;-0.468;0.502;13.086;-0.316;-0.811;-1.558;-0.008;-0.011;0.004;0.330;0.172;10.268;-103.800;-134.400;-308.900
17510.756281275;-1.832;0.542;0.130;0.234;-0.193;0.975;-0.085;-0.114;-0.000;-0.479;0.497;12.995;-0.315;-0.805;-1.565;-0.010;-0.014;0.003;0.325;0.172;10.253;-102.700;-133.500;-308.900
17510.770250215;-1.824;0.550;0.168;0.229;-0.190;0.976;-0.086;-0.115;-0.004;-0.472;0.498;12.866;-0.315;-0.805;-1.565;-0.007;-0.019;0.001;0.311;0.187;10.241;-104.000;-132.700;-309.000
17510.783835366;-1.832;0.527;0.176;0.229;-0.190;0.976;-0.085;-0.116;-0.004;-0.494;0.503;12.836;-0.313;-0.803;-1.571;-0.001;-0.011;0.002;0.318;0.177;10.246;-103.500;-132.900;-307.900
17510.797465164;-1.840;0.527;0.145;0.230;-0.190;0.976;-0.084;-0.115;-0.004;-0.520;0.553;12.829;-0.313;-0.803;-1.571;-0.001;-0.013;0.002;0.311;0.196;10.282;-104.000;-132.900;-309.000
17510.811097463;-1.817;0.550;0.198;0.228;-0.191;0.954;-0.082;-0.116;-0.008;-0.468;0.498;12.742;-0.317;-0.806;-1.557;-0.007;-0.017;0.004;0.316;0.165;10.258;-103.700;-133.400;-308.700
17510.824799371;-1.809;0.534;0.137;0.226;-0.190;0.971;-0.088;-0.111;-0.002;-0.458;0.534;12.733;-0.318;-0.804;-1.563;-0.013;-0.014;0.006;0.321;0.144;10.225;-104.000;-134.100;-309.700
17510.838305171;-1.802;0.565;0.153;0.228;-0.196;0.976;-0.085;-0.122;-0.006;-0.477;0.482;12.741;-0.318;-0.804;-1.563;-0.009;-0.017;0.006;0.309;0.139;10.234;-103.200;-133.800;-308.800
17510.851906544;-1.832;0.496;0.160;0.226;-0.191;0.969;-0.095;-0.120;-0.002;-0.500;0.449;12.818;-0.322;-0.802;-1.562;-0.010;-0.014;0.005;0.309;0.136;10.222;-102.800;-132.200;-308.300
17510.865457195;-1.840;0.550;0.160;0.229;-0.193;0.975;-0.086;-0.116;-0.003;-0.509;0.493;12.886;-0.322;-0.802;-1.562;-0.008;-0.016;0.004;0.342;0.146;10.232;-104.400;-133.100;-309.200
17510.879817129;-1.809;0.519;0.168;0.228;-0.193;0.969;-0.086;-0.113;-0.002;-0.462;0.471;12.871;-0.320;-0.807;-1.569;-0.007;-0.013;0.002;0.323;0.136;10.241;-103.200;-133.000;-308.300
17510.893400076;-1.809;0.534;0.153;0.230;-0.190;0.977;-0.093;-0.119;-0.001;-0.515;0.479;12.863;-0.320;-0.807;-1.569;-0.001;-0.011;0.004;0.306;0.184;10.287;-103.500;-134.400;-308.800
17510.907007227;-1.832;0.504;0.153;0.231;-0.198;0.973;-0.082;-0.115;-0.002;-0.498;0.483;12.766;-0.322;-0.801;-1.558;-0.007;-0.013;0.005;0.325;0.184;10.258;-104.700;-133.300;-309.000
17510.920619618;-1.817;0.542;0.137;0.225;-0.194;0.960;-0.083;-0.119;-0.002;-0.465;0.507;12.772;-0.322;-0.801;-1.558;-0.008;-0.010;0.004;0.330;0.191;10.234;-102.600;-133.100;-310.000
17510.935167659;-1.840;0.542;0.153;0.233;-0.191;0.976;-0.083;-0.112;-0.005;-0.483;0.476;12.720;-0.319;-0.809;-1.562;-0.013;-0.009;0.003;0.309;0.177;10.246;-103.000;-132.400;-308.700
17510.949259542;-1.817;0.534;0.137;0.226;-0.192;0.975;-0.087;-0.118;-0.003;-0.477;0.477;12.638;-0.319;-0.809;-1.562;-0.004;-0.016;0.003;0.311;0.177;10.258;-104.300;-134.000;-308.600
17510.963112151;-1.802;0.534;0.145;0.230;-0.189;0.973;-0.077;-0.115;-0.004;-0.501;0.498;12.594;-0.318;-0.800;-1.566;-0.006;-0.013;0.002;0.313;0.129;10.239;-103.000;-132.400;-308.600
17510.976646359;-1.832;0.534;0.168;0.229;-0.192;0.977;-0.087;-0.115;-0.002;-0.489;0.493;12.497;-0.318;-0.804;-1.565;-0.008;-0.011;0.005;0.328;0.151;10.241;-103.600;-132.900;-309.600
17510.990208028;-1.855;0.542;0.153;0.228;-0.195;0.973;-0.090;-0.113;-0.002;-0.510;0.510;12.465;-0.318;-0.804;-1.565;-0.006;-0.015;0.004;0.299;0.144;10.241;-104.600;-132.900;-308.300
17511.003878178;-1.817;0.573;0.160;0.230;-0.195;0.971;-0.085;-0.115;-0.002;-0.470;0.481;12.663;-0.317;-0.798;-1.552;-0.007;-0.010;-0.002;0.325;0.165;10.260;-103.700;-132.500;-309.600
17511.017534142;-1.809;0.580;0.160;0.229;-0.194;0.973;-0.078;-0.121;-0.004;-0.493;0.495;12.773;-0.317;-0.798;-1.552;0.005;-0.008;0.002;0.325;0.175;10.253;-103.600;-133.600;-308.300
17511.033932188;-1.817;0.534;0.160;0.229;-0.195;0.968;-0.083;-0.114;-0.001;-0.524;0.467;12.699;-0.317;-0.800;-1.555;-0.005;-0.014;-0.000;0.318;0.160;10.251;-104.200;-133.500;-308.300
17511.061223432;-1.824;0.542;0.153;0.229;-0.194;0.974;-0.092;-0.111;-0.001;-0.460;0.612;12.653;-0.324;-0.803;-1.555;-0.000;-0.013;0.007;0.292;0.151;10.263;-103.600;-133.300;-308.600
17511.091527235;-1.832;0.527;0.168;0.227;-0.191;0.971;-0.076;-0.112;-0.006;-0.503;0.434;12.644;-0.319;-0.794;-1.553;0.002;-0.012;0.000;0.328;0.170;10.241;-104.400;-133.700;-308.400
17511.11874648;-1.794;0.557;0.160;0.231;-0.194;0.971;-0.082;-0.107;-0.008;-0.486;0.448;12.485;-0.318;-0.804;-1.555;-0.011;-0.012;0.006;0.318;0.158;10.268;-103.700;-134.000;-308.800
17511.145881486;-1.855;0.550;0.168;0.224;-0.193;0.983;-0.080;-0.112;-0.006;-0.501;0.439;12.380;-0.313;-0.798;-1.557;-0.006;-0.012;0.002;0.306;0.156;10.248;-103.000;-132.100;-308.300
17511.172966586;-1.840;0.542;0.168;0.229;-0.195;0.973;-0.086;-0.111;-0.007;-0.458;0.500;12.346;-0.311;-0.805;-1.563;-0.015;-0.016;0.004;0.301;0.167;10.260;-103.700;-132.600;-309.400
17511.199989964;-1.832;0.542;0.176;0.232;-0.193;0.972;-0.084;-0.113;-0.009;-0.494;0.537;12.302;-0.319;-0.812;-1.557;-0.006;-0.013;0.001;0.328;0.167;10.248;-103.700;-133.500;-308.100
17511.22737267;-1.847;0.557;0.137;0.232;-0.193;0.970;-0.084;-0.114;-0.009;-0.452;0.525;12.249;-0.313;-0.808;-1.559;-0.010;-0.015;0.001;0.328;0.158;10.236;-103.400;-133.400;-309.700
17511.255876652;-1.809;0.534;0.145;0.225;-0.194;0.971;-0.084;-0.114;-0.010;-0.464;0.535;12.182;-0.312;-0.813;-1.555;-0.004;-0.014;0.005;0.323;0.167;10.251;-102.700;-133.400;-308.400
17511.284490577;-1.832;0.519;0.168;0.229;-0.194;0.977;-0.081;-0.109;-0.012;-0.482;0.611;12.255;-0.304;-0.819;-1.555;-0.008;-0.011;0.007;0.328;0.163;10.241;-103.100;-132.700;-309.000
17511.314289647;-1.817;0.527;0.145;0.227;-0.194;0.981;-0.075;-0.113;-0.009;-0.324;0.654;12.185;-0.304;-0.819;-1.558;-0.005;-0.015;0.005;0.316;0.151;10.265;-104.000;-133.200;-308.400
17511.342935442;-1.817;0.550;0.145;0.226;-0.193;0.978;-0.086;-0.111;-0.007;-0.416;0.606;12.349;-0.316;-0.812;-1.564;-0.011;-0.013;0.003;0.311;0.160;10.251;-103.600;-133.500;-308.600
17511.370146799;-1.824;0.519;0.137;0.228;-0.197;0.977;-0.085;-0.114;-0.004;-0.476;0.552;12.690;-0.315;-0.814;-1.569;-0.011;-0.011;0.006;0.309;0.170;10.244;-103.000;-133.300;-308.400
17511.398942979;-1.870;0.542;0.137;0.225;-0.196;0.974;-0.080;-0.117;-0.009;-0.467;0.500;12.607;-0.322;-0.803;-1.558;-0.009;-0.016;0.007;0.335;0.165;10.241;-102.100;-132.300;-308.800
17511.427088709;-1.817;0.542;0.153;0.228;-0.195;0.975;-0.083;-0.110;-0.011;-0.515;0.514;12.604;-0.320;-0.803;-1.555;-0.003;-0.017;0.005;0.318;0.124;10.248;-103.800;-133.800;-308.600
17511.452338044;-1.855;0.557;0.160;0.228;-0.196;0.976;-0.078;-0.113;-0.011;-0.599;0.535;12.444;-0.312;-0.819;-1.562;-0.002;-0.012;0.000;0.316;0.158;10.232;-103.600;-133.100;-309.100
17511.476977261;-1.847;0.534;0.145;0.232;-0.194;0.972;-0.082;-0.113;-0.007;-0.467;0.562;12.439;-0.317;-0.806;-1.563;-0.013;-0.014;0.006;0.309;0.158;10.280;-103.700;-133.200;-308.300
