time;ExecutionTime;posZ-marker;posZ-laser;Ultrasound;Tof;RotX;RotY;RotZ
132.5446327;0.03448700000001281;0.23391630527510418;0.13756816539358585;26.3;26.0;3.2532170689610513;169.68469144371383;-67.8031225948373
132.6480594;0.035679000000016;0.23391630527510418;0.20205324292182922;26.3;27.9;3.2532170689610513;169.68469144371383;-67.8031225948373
132.7650709;0.03626950000000306;0.23391630527510418;0.21112502117546236;26.3;27.9;3.2532170689610513;169.68469144371383;-67.8031225948373
132.8830356;0.035671699999994644;0.23391630527510418;-0.47023300170898436;26.3;29.7;3.2532170689610513;169.68469144371383;-67.8031225948373
132.9979831;0.03431630000000041;0.23391630527510418;0.2028456085803462;26.3;30.5;3.2532170689610513;169.68469144371383;-67.8031225948373
133.1234345;0.035808799999983876;0.23391630527510418;0.26124055650499134;26.3;29.9;3.2532170689610513;169.68469144371383;-67.8031225948373
133.237803;0.03267569999999864;0.24698817184877278;2.248940442956012;26.3;28.4;-0.4884360916512829;169.40928130913977;-68.30726079521506
133.3489652;0.033688900000015565;0.24888578474512585;0.21642523091208485;26.3;26.4;1.1438633879920637;169.14317422196777;-67.44761492948295
133.4781796;0.03747500000000059;0.25461582768656565;0.20690252075195312;26.3;24.7;0.2722012798730242;168.09992844465776;-66.75999856528313
133.5970169;0.03484040000000732;0.2594329164532438;0.2137422735040838;26.3;24.7;-2.6336675103038942;170.92651453238156;-60.48909706600479
133.7105427;0.034259600000012824;0.2621601967454155;0.16739686144980026;26.3;24.7;-4.009207080877742;170.1012242655996;-60.47706164359005
133.8403628;0.05002400000000762;0.2621601967454155;-3.9788946298452523;24.17;24.4;-4.009207080877742;170.1012242655996;-60.47706164359005
133.995571;0.05865819999999644;0.2692863604810733;17.241876729329427;24.17;24.2;-2.572784549865333;173.23568565050027;-57.254319483837016
134.1341785;0.06708470000000943;0.26982518962314755;1.8473439352852956;24.17;24.2;-4.360324541379059;173.83968645402598;-55.58344552026257
